item_id,title,genres,directors,cast,vote_average,vote_count,popularity,is_trending,overview,language,imdb_id,tmdb_id,movielens_id,language_code,region,release_date,year
77459,A Monster in Paris,Adventure|Animation|Comedy|Family|Fantasy,Bibo Bergeron,Vanessa Paradis|Matthieu Chedid|Gad Elmaleh|François Cluzet|Ludivine Sagnier,6.9,1288,2.6933,0,"Paris, 1910. Emile, a shy movie projectionist, and Raoul, a colourful inventor, find themselves embarked on the hunt for a monster terrorizing citizens. They join forces with Lucille, the big-hearted star of the Bird of Paradise cabaret, an eccentric scientist and his irascible monkey to save the monster, who turns out to be an oversized but harmless flea, from the city's ruthlessly ambitious police chief.",French,tt0961097,77459,,fr,France,2011-10-12,2011
2282,A Nos Amours,Drama|Romance,Maurice Pialat,Sandrine Bonnaire|Maurice Pialat|Christophe Odent|Dominique Besnehard|Cyril Collard,6.851,205,1.9366,0,"Fifteen-year-old Suzanne seeks refuge from a disintegrating family in a series of impulsive, promiscuous affairs. Her fulsome sexuality further ratchets up the suppressed passions of her narcissistic brother, insecure mother and brooding, authoritarian father.",French,tt0086650,2282,,fr,France,1983-11-16,1983
366514,Up for Love,Comedy|Romance|Drama,Laurent Tirard,Jean Dujardin|Virginie Efira|Cédric Kahn|César Domboy|Stéphanie Papanian,6.009,845,2.8417,0,"Diane is a well-known lawyer, divorced for three years. She loses her mobile telephone and receives a call from the person who finds it. That person is Alexandre, a charming man and the perfect gentleman. They make a connection over the phone and agree to meet up the following day. But when Alexandre arrives, there's a surprise in store when Diane discovers he is only 4' 6"" tall. From that moment on, Diane tries to overcome the prejudices of society and her own fears to experience the best time of her life...",French,tt4699388,366514,,fr,France,2016-05-04,2016
5967,The Umbrellas of Cherbourg,Drama|Romance,Jacques Demy,Catherine Deneuve|Nino Castelnuovo|Anne Vernon|Mireille Perrey|Marc Michel,7.4,823,2.6702,0,"This simple romantic tragedy begins in 1957. Guy Foucher, a 20-year-old French auto mechanic, has fallen in love with 17-year-old Geneviève Emery, an employee in her widowed mother's chic but financially embattled umbrella shop. On the evening before Guy is to leave for a two-year tour of combat in Algeria, he and Geneviève make love. She becomes pregnant and must choose between waiting for Guy's return or accepting an offer of marriage from a wealthy diamond merchant.",French,tt0058450,5967,,fr,France,1964-02-19,1964
170173,Scheherazade,Drama|Adventure,Pierre Gaspard-Huit,Anna Karina|Gérard Barray|António Vilar|Giuliano Gemma|Marilù Tolo,7.5,4,3.6932,0,"Sheherazade is promised to a powerful Sultan as a gift in exchange for free passage to the Holy Land. When the Sultan's underling saves her from certain death, she falls madly in love with her hero.",French,tt0056485,170173,,fr,France,1963-05-10,1963
2335,Taxi 4,Action|Comedy,Gérard Krawczyk,Samy Naceri|Frédéric Diefenthal|Bernard Farcy|Emma Wiklund|Édouard Montoute,5.593,1258,2.4395,0,"Before being extradited to Africa to stand trial, a notorious Belgian criminal is entrusted to the Marseilles police department for less than 24 hours. But the wily crook convinces bumbling policeman Emilien he's a lowly Belgian embassy employee who got railroaded by the brilliant master criminal.",French,tt0804540,2335,,fr,France,2007-02-10,2007
65496,Student Services,Drama,Emmanuelle Bercot,Déborah François|Mathieu Demy|Alain Cauchi|Benjamin Siksou|Anna Sigalevitch,5.2,127,2.74,0,"Nineteen-year-old Laura is stressed by her first year at college when money worries distract her from her studies and so, desperate for cash, she answers an online advertisement for intimate companionship that leads her down a dangerous path.",French,tt1570970,65496,,fr,France,2010-01-18,2010
123229,Porn in the Hood,Comedy,Franck Gastambide,Ramzy Bedia|Medi Sadoun|Franck Gastambide|Jib Pocthier|Alice Belaïdi,5.033,352,3.2319,0,3 childhood friends who have never left their hometown in the suburb try to get into porn as a way of earning easy money.,French,tt2282849,123229,,fr,France,2012-07-11,2012
147,The 400 Blows,Drama,François Truffaut,Jean-Pierre Léaud|Claire Maurier|Albert Rémy|Georges Flamant|Patrick Auffay,8.024,2203,2.5381,0,"For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.",French,tt0053198,147,,fr,France,1959-06-03,1959
21778,RRRrrrr!!!,Comedy,Alain Chabat,Maurice Barthélemy|Marina Foïs|Elise Larnicol|Pierre-François Martin-Laval|Jean-Paul Rouve,6.304,1188,2.6411,0,"In 35,000 BC, the tribe of the Dirty Hairs is at war against the tribe of the Clean Hairs for eight hundred years, trying to get their shampoo. The chief of the Dirty Hairs sends his daughter Guy disguised to the enemy tribe to get some shampoo for his tribe. When the healer of the Clean Hairs tribe surprisingly kills two cavemen of his tribe, their imbecile chief assigns Pierre with curled hair and Pierre blonde to investigate the murder and find the criminal.",French,tt0357111,21778,,fr,France,2004-01-28,2004
869922,Reckless Summer,TV Movie|Drama,Rodolphe Tissot,Louisiane Gouverneur|Vincent Deniard|Aymeric Fougeron|Sarah Suco|Alexandre Steiger,6.353,34,2.5601,0,"15-year-old Solange lives in a little town in the French Alps. When her parents get divorced, she discovers her femininity and has her first sexual experiences.",French,tt15114686,869922,,fr,France,2021-09-17,2021
641501,How I Became a Superhero,Science Fiction|Adventure|Action|Comedy|Thriller,Douglas Attal,Pio Marmaï|Vimala Pons|Benoît Poelvoorde|Leïla Bekhti|Swann Arlaud,6.111,518,2.8169,0,"Paris 2020. While superheroes have assimilated into the Parisian society, they discover a new drug that gives themselves personal superpowers to mere mortals. Lieutenants Moreau and Schaltzmann are investigating the case with the support of two ex-superheroes, Monte Carlo and Callista. They'll do whatever it takes to dismantle the traffic. But Moreau's past resurfaces, and the investigation becomes more complicated.",French,tt10345590,641501,,fr,France,2020-11-19,2020
2841,A Very Long Engagement,Drama|Romance|War,Jean-Pierre Jeunet,Audrey Tautou|Gaspard Ulliel|Dominique Pinon|Chantal Neuwirth|André Dussollier,7.318,1244,2.8229,0,"Young Frenchwoman Mathilde searches for the truth about her missing fiancé, lost during World War I, and learns many unexpected things along the way. The love of her life is gone. But she refuses to believe he's gone forever — and she needs to know for sure.",French,tt0344510,2841,,fr,France,2004-10-27,2004
1018634,Hood Witch,Thriller|Horror|Action,Saïd Belktibia,Golshifteh Farahani|Amine Zariouhi|Denis Lavant|Alexis Manenti|Karim Belkhadra,6.0,30,2.191,0,"A woman earns a living by smuggling exotic animals and illegal goods, developing a mobile app that links users with mystical marabout healers, but one of the user's consultations takes a tragic turn facing a violent backlash.",French,tt27797160,1018634,,fr,France,2024-05-15,2024
911129,No Limit,Drama|Romance,David M. Rosenthal,Camille Rowe|Sofiane Zermani|César Domboy|Laurent Fernandez|Zacharie Chasseriaud,6.1,281,2.7906,0,Roxana Aubrey decides to drop her studies and escape her life in Paris for a free diving course in the south of France. She is quickly pulled into a life that reaches new depths brought by the weight of an ocean's descent.,French,tt14995258,911129,,fr,France,2022-09-09,2022
48266,Ma mère,Drama,Christophe Honoré,Isabelle Huppert|Louis Garrel|Joana Preiss|Emma de Caunes|Jean-Baptiste Montagut,4.5,159,2.5007,0,"After his father's death, a young man is introduced to a world of hedonism and depravity by his amoral mother.",French,tt0381392,48266,,fr,France,2004-05-19,2004
611408,Do You Do You Saint-Tropez,Comedy|Crime,Nicolas Benamou,Christian Clavier|Benoît Poelvoorde|Thierry Lhermitte|Jérôme Commandeur|Rossy de Palma,5.057,185,2.7861,0,"Every summer, the Billionaire Tranchant and his wife Eliane host the glamorous world of celebrities in their luxurious mansion in the south of France. When a criminal car sabotage related to threatening letters wreak havoc in the villa, Tranchant goes in search of the best agent for the investigation. In the middle of this hot summer, only the arrogant and incompetent agent Boullin is available... To catch the suspect and solve the mystery, he will have no choice but to impersonate a newly hired butler and will turn everyone’s vacation into a hilarious game of ‘Cluedo’!",French,tt10537660,611408,,fr,France,2021-07-14,2021
1246049,Dracula,Horror|Fantasy|Drama,Luc Besson,Caleb Landry Jones|Christoph Waltz|Zoë Bleu Sidel|Matilda De Angelis|Ewens Abid,0.0,0,2.4608,0,"The story of 15th century Prince Vladimir who curses God following the death of his beloved wife and is turned into a vampire. Later, in 19th century London, he discovers his wife’s doppelgänger and dooms himself by pursuing her.",French,tt31434030,1246049,,fr,France,2025-07-30,2025
989672,Just the Two of Us,Thriller|Drama|Romance,Valérie Donzelli,Virginie Efira|Melvil Poupaud|Dominique Reymond|Romane Bohringer|Virginie Ledoyen,7.0,291,2.5105,0,"When Blanche meets Grégoire, she thinks she has found the one. The ties that bind them grow quickly, and a passionate affair ensues. Together, they relocate. For Blanche, far from her family, from her twin sister, Rose, a new life begins. But little by little, she finds herself caught in the grip of a deeply possessive and dangerous man.",French,tt23049206,989672,,fr,France,2023-05-24,2023
1088570,Karaoke,Comedy,Stéphane Ben Lahcene,Michèle Laroque|Claudia Tagbo|Sébastien Chassagne|David Mora|Jochen Hägele,6.0,34,3.0593,0,"Bénédicte, a famous opera singer, leads the life of a diva between Parisian palaces and social gatherings. After an evening of excess, she sees her career crumble. Fatou, also a palace regular but as a cleaning lady, is the only one to reach out to her. Passionate about singing, Fatou has one idea in mind: to convince Bénédicte to take part in the big national karaoke contest. The perfect vocal mastery of one and the tenacity of the other could well create sparks and take them very far.",French,tt28244038,1088570,,fr,France,2024-03-20,2024
12480,Water Drops on Burning Rocks,Drama|Romance|Comedy,François Ozon,Bernard Giraudeau|Malik Zidi|Ludivine Sagnier|Anna Thomson,6.466,119,2.7434,0,"In 1970s Germany, Léopold, a 50-year-old businessman, picks up and seduces 20-year-old Franz, who swiftly moves into his apartment. The dynamic between them intensifies with the sudden arrival of their ex-girlfriends.",French,tt0211387,12480,,fr,France,2000-03-15,2000
964960,The Taste of Things,Romance|Drama,Trần Anh Hùng,Benoît Magimel|Juliette Binoche|Patrick d'Assumçao|Emmanuel Salinger|Jan Hammenecker,7.114,325,2.3782,0,"Set in 1889 France, Dodin Bouffant is a chef living with his personal cook and lover Eugénie. They share a long history of gastronomy and love but Eugénie refuses to marry Dodin, so the food lover decides to do something he has never done before: cook for her.",French,tt19760052,964960,,fr,France,2023-11-08,2023
2011,Persepolis,Animation|Drama,Vincent Paronnaud|Marjane Satrapi,Chiara Mastroianni|Danielle Darrieux|Catherine Deneuve|Simon Abkarian|Gabrielle Lopes Benites,7.892,2011,2.9065,0,"In 1970s Iran, Marjane 'Marji' Satrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian Revolution of 1979. However as Marji grows up, she witnesses first hand how the new Iran, now ruled by Islamic fundamentalists, has become a repressive tyranny on its own.",French,tt0808417,2011,,fr,France,2007-06-27,2007
968739,Dangerous Liaisons,Drama|Romance,Rachel Suissa,Paola Locatelli|Simon Rérolle|Ella Pellegrini|Héloïse Janjaud|Jin Xuan Mao,5.89,301,2.6923,0,"The innocent Célène might be falling in love with popular surfer Tristan at her new school. But she has no idea that, in actuality, she’s the object of a cruel bet between Tristan and Instagram influencer Vanessa.",French,tt15548032,968739,,fr,France,2022-07-08,2022
775,A Trip to the Moon,Adventure|Science Fiction,Georges Méliès,Georges Méliès|Bleuette Bernon|François Lallement|Henri Delannoy|Victor André,7.913,1852,5.0177,0,"Professor Barbenfouillis and five of his colleagues from the Academy of Astronomy travel to the Moon aboard a rocket propelled by a giant cannon. Once on the lunar surface, the bold explorers face the many perils hidden in the caves of the mysterious planet.",French,tt0000417,775,,fr,France,1902-06-15,1902
99770,Asterix & Obelix: God Save Britannia,Family|Adventure|Comedy,Laurent Tirard,Édouard Baer|Gérard Depardieu|Guillaume Gallienne|Vincent Lacoste|Valérie Lemercier,5.098,1331,2.3272,0,Asterix crosses the channel to help second-cousin Anticlimax face down Julius Caesar and invading Romans.,French,tt1597522,99770,,fr,France,2012-10-17,2012
48034,Little White Lies,Comedy|Drama,Guillaume Canet,François Cluzet|Marion Cotillard|Benoît Magimel|Gilles Lellouche|Jean Dujardin,7.109,1580,2.4056,0,"Despite a traumatic event, a group of friends decide to go ahead with their annual beach vacation. Their relationships, convictions, sense of guilt and friendship are sorely tested. They are finally forced to own up to the little white lies they've been telling each other.",French,tt1440232,48034,,fr,France,2010-10-20,2010
98302,Love and the Frenchwoman,Comedy|Romance|Drama,Michel Boisrond|Christian-Jaque|René Clair|Jean Delannoy|Jean-Paul Le Chanois|Henri Verneuil|Henri Decoin,Jacqueline Porel|Darry Cowl|Micheline Dax|Paulette Dubost|Jacques Duby,4.9,10,3.1677,0,"The seven stages in the life of the modern Frenchwomen are disclosed by seven directors in a witty way: 1 - Childhood, 2 - Adolescence, 3 - Virginity, 4 - Marriage, 5 - Adultery, 6 - Divorce, 7 - The Single Woman.",French,tt0053833,98302,,fr,France,1960-09-16,1960
7229,Ruby & Quentin,Comedy|Crime,Francis Veber,Gérard Depardieu|Jean Reno|Richard Berry|André Dussollier|Jean-Pierre Malo,6.681,841,2.8398,0,"After hiding his loot and getting thrown in jail, brooding outlaw Ruby befriends Quentin, a dim-witted and garrulous giant. After Quentin botches a solo escape attempt, they make a break together. Unable to shake the clumsy Quentin, Ruby is forced to take him along as he pursues his former partners in crime to avenge the death of the woman he loved and get to the money.",French,tt0310203,7229,,fr,France,2003-10-22,2003
1171634,When Fall Is Coming,Drama|Thriller|Comedy,François Ozon,Hélène Vincent|Josiane Balasko|Ludivine Sagnier|Pierre Lottin|Vincent Colombe,6.5,150,2.7098,0,"Michelle is enjoying a peaceful retirement in a Burgundy village, close to her longtime friend Marie-Claude. When her Parisian daughter Valérie drops off her son Lucas to spend school vacation with his grandma, Michelle, stressed out by her daughter, serves her toxic mushrooms for lunch. Valérie quickly recovers, but forbids her mother from seeing her grandson anymore. Feeling lonely and guilty, Michelle falls into a depression... until Marie-Claude's son gets out of prison.",French,tt29482291,1171634,,fr,France,2024-10-02,2024
265177,Mommy,Drama,Xavier Dolan,Anne Dorval|Suzanne Clément|Antoine Olivier Pilon|Patrick Huard|Alexandre Goyette,8.229,2759,2.6853,0,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",French,tt3612616,265177,,fr,France,2014-09-19,2014
15915,The Pornographer,Drama,Bertrand Bonello,Jean-Pierre Léaud|Jérémie Renier|Dominique Blanc|Alice Houri|Ovidie,5.0,74,2.8528,0,"A former porn director, who once elevated the genre with 1960s counter-culture ideals, returns to filmmaking after 20 years, clashing with his producer's hard-core vision. Estranged from his son over the family business, they begin reconnecting as the son embraces political activism, while the director seeks personal renewal.",French,tt0262699,15915,,fr,France,2001-10-03,2001
382597,R.A.I.D. Special Unit,Action|Comedy,Dany Boon,Alice Pol|Dany Boon|Michel Blanc|Yvan Attal|Sabine Azéma,5.733,919,2.4116,0,"The story of a woman who dreams to join an intervention group in the police department called RAID. Unfortunately, she is rather clumsy and both her family (and soon to be family-in-law) and a veteran of the RAID do not approve. However, Johanna is determined to prove them wrong.",French,tt5736696,382597,,fr,France,2017-02-01,2017
38018,Strayed,Drama|Romance|War,André Téchiné,Emmanuelle Béart|Gaspard Ulliel|Clémence Meyer|Samuel Labarthe|Jean Fornerod,5.9,69,2.5728,0,"Fleeing the June 1940 arrival of Hitler's army in Paris, a young war widow and her two children are rescued from dive-bombing German fighters by a cocky, reckless teenager. He finds them refuge in an abandoned house, but despite the fact that the family quickly comes to be depending much on his cunning and survival abilities, their cohabitation proves uneasy.",French,tt0329111,38018,,fr,France,2003-08-20,2003
1158996,Souleymane's Story,Drama,Boris Lojkine,Abou Sangare|Nina Meurisse|Alpha Oumar Sow|Emmanuel Yovanie|Younoussa Diallo,7.482,246,2.3697,0,"As he pedals through the streets of Paris to deliver meals, Souleymane repeats his story. In two days, he has to go through his asylum application interview, the key to obtaining papers, but Souleymane is not ready.",French,tt32086046,1158996,,fr,France,2024-10-09,2024
649,Belle de Jour,Drama|Romance,Luis Buñuel,Catherine Deneuve|Jean Sorel|Michel Piccoli|Geneviève Page|Pierre Clémenti,7.323,943,2.4841,0,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",French,tt0061395,649,,fr,France,1967-05-24,1967
8290,Don't Look Now... We're Being Shot At!,Comedy|War,Gérard Oury,Bourvil|Louis de Funès|Terry-Thomas|Claudio Brook|Mike Marshall,7.929,1386,2.6412,0,"During World War II, two French civilians and a downed British Bomber Crew set out from Paris to cross the demarcation line between Nazi-occupied Northern France and the South. From there they will be able to escape to England. First, they must avoid German troops – and the consequences of their own blunders.",French,tt0060474,8290,,fr,France,1966-12-08,1966
273153,Summertime,Drama|Romance,Catherine Corsini,Izïa Higelin|Cécile de France|Noémie Lvovsky|Laetitia Dosch|Kévin Azaïs,6.699,347,2.6291,0,"In 1971, a young woman moves from the French countryside to Paris and begins a passionate love affair with a feminist leader.",French,tt4080768,273153,,fr,France,2015-08-19,2015
21427,The Valet,Comedy,Francis Veber,Gad Elmaleh|Alice Taglioni|Daniel Auteuil|Kristin Scott Thomas|Richard Berry,5.973,526,3.3022,0,"Caught by tabloid paparazzi with his mistress Elena, a famous and beautiful fashion model, billionaire Pierre Levasseur tries to avoid a divorce by inventing a preposterous lie. He uses the presence of a passerby in the photo to claim to his wife that it's not him Elena is seeing but the other man, one François Pignon. Pignon is a modest little man who works as a parking valet. To make the story convincing, Elena has to move in with Pignon.",French,tt0449851,21427,,fr,France,2006-03-29,2006
498248,Mia and the White Lion,Adventure|Family|Drama,Gilles de Maistre,Daniah De Villiers|Mélanie Laurent|Langley Kirkwood|Ryan Mac Lennan|Lionel Newton,7.3,885,2.4977,0,A young girl from London moves to Africa with her parents where she befriends a lion cub.,French,tt4844148,498248,,fr,France,2018-08-02,2018
5511,Le Samouraï,Crime|Thriller|Drama,Jean-Pierre Melville,Alain Delon|François Périer|Nathalie Delon|Cathy Rosier|Michel Boisrond,7.764,1153,2.6083,0,"After carrying out a flawlessly planned hit, Jef Costello, a contract killer with samurai instincts, finds himself caught between a persistent police investigator and a ruthless employer, and not even his armor of fedora and trench coat can protect him.",French,tt0062229,5511,,fr,France,1967-10-25,1967
11625,Asterix and the Big Fight,Family|Animation|Adventure|Comedy,Philippe Grimond,Roger Carel|Pierre Tornade|Julien Guiomar|Marie-Anne Chazel|Henri Labussière,6.288,650,2.3521,0,"Due to an unfortunate accident involving Obelix throwing a menhir, Getafix the druid not only loses his memory, but goes completely mad. Now deprived of the wisdom of their beloved druid and the protection provided by his magic potion, the Armorican village falls prey to a proclaimed soothsayer who comes with ominous predictions and overweening ambitions. It's up to Asterix to keep his villager friends within reason and hopefully get Getafix to remember the magic potion's recipe before the impending Roman attack.",French,tt0096842,11625,,fr,France,1989-10-04,1989
342878,One Wild Moment,Drama|Romance,Jean-François Richet,Vincent Cassel|François Cluzet|Alice Isaaz|Lola Le Lann|Philippe Nahon,5.83,1047,2.4593,0,"Antoine and Laurent, old friends, spend their vacation in Corsica with their respective daughters: seventeen-year-old Louna and eighteen-year-old Marie. One evening at the beach, Louna seduces Laurent. Louna is in love, but for Laurent it was nothing more than a momentary distraction. Without revealing her lover's name, Louna confides in her father, who tries by any means to discover who his daughter's lover is. How long will the secret be able to be kept hidden?",French,tt2191765,342878,,fr,France,2015-06-24,2015
965890,Vincent Must Die,Drama|Fantasy|Thriller,Stéphan Castang,Karim Leklou|Vimala Pons|Hervé Pierre|Sébastien Chabane|Anne-Gaëlle Jourdain,6.4,171,2.7507,0,"Vincent finds himself under attack for no apparent reason overnight. When the phenomenon intensifies, he must run and change his way of life completely.",French,tt23790924,965890,,fr,France,2023-11-15,2023
1216571,June and John,Romance|Thriller,Luc Besson,Matilda Price|Luke Stanton Eddy|Ryan Shoos|Dean Testerman|Sherry Mattson,6.1,16,2.0291,0,John leads an ordinary life with a monotonous routine. One day John runs into a woman on the subway who is as beautiful as she is mysterious named June. His encounter with her finally leads him to have a goal in his bumptious life.,English,tt20218618,1216571,,en,International,2025-04-17,2025
74513,Special Forces,Action|Drama|War,Stéphane Rybojad,Diane Kruger|Djimon Hounsou|Benoît Magimel|Denis Ménochet|Raphaël Personnaz,6.7,594,2.3779,0,"Afghanistan. War correspondent Elsa Casanova is taken hostage by the Taliban. Faced with her imminent execution, a Special Forces unit is dispatched to free her. In some of the world’s most breathtaking yet hostile landscapes, a relentless pursuit begins between her kidnappers who have no intention of letting their prey escape them and a group of soldiers who risk their lives in pursuit of their single aim – to bring her home alive. This strong, independent woman and these men of duty are thrown together and forced to confront situations of great danger that inextricably bind them – emotionally, violently and intimately.",French,tt1656192,74513,,fr,France,2011-11-02,2011
1152014,A Little Something Extra,Comedy,Artus,Artus|Clovis Cornillac|Alice Belaïdi|Marc Riso|Céline Groussard,7.127,747,2.1499,0,"To escape the police, a father and his son are forced to find refuge in a summer camp for young adults with mental disabilities, taking on the role of an educator and a boarder. The beginning of troubles and a wonderful human experience that will change them forever.",French,tt30795948,1152014,,fr,France,2024-04-18,2024
680531,The Mad Women's Ball,Thriller|Drama|History,Mélanie Laurent,Lou de Laâge|Mélanie Laurent|Emmanuelle Bercot|Benjamin Voisin|Cédric Kahn,7.1,326,2.206,0,A woman who is unfairly institutionalized at a Paris asylum plots to escape with the help of one of its nurses. Based on the novel 'Le bal des folles' by Victoria Mas.,French,tt11681282,680531,,fr,France,2021-09-12,2021
15152,"OSS 117: Cairo, Nest of Spies",Crime|Action|Adventure|Comedy,Michel Hazanavicius,Jean Dujardin|Bérénice Bejo|Aure Atika|Philippe Lefebvre|Constantin Alexandrov,7.233,1784,2.5182,0,"Set in 1955, French secret agent Hubert Bonisseur de La Bath/OSS 117 is sent to Cairo to investigate the disappearance of his best friend and fellow spy Jack Jefferson, only to stumble into a web of international intrigue.",French,tt0464913,15152,,fr,France,2006-04-19,2006
9385,The Twelve Tasks of Asterix,Family|Animation|Comedy|Adventure,René Goscinny|Albert Uderzo,Roger Carel|Jacques Morel|Jean Martinelli|Henri Virlogeux|Pierre Tornade,7.3,1271,2.2165,0,"Asterix and Obelix depart on an adventure to complete twelve impossible tasks to prove to Caesar that they are as strong as the Gods. You'll roar with laughter as they outwit, outrun, and generally outrage the very people who are trying to prove them ""only human"".",French,tt0072901,9385,,fr,France,1976-06-26,1976
63319,Belle épine,Drama,Rebecca Zlotowski,Léa Seydoux|Anaïs Demoustier|Johan Libéreau|Nicolas Maury|Guillaume Gouix,5.537,54,2.7461,0,"After the death of her mother, 17-year-old Prudence finds herself living alone in her Paris apartment.  Then she meets Maryline, a rebel of her own age, who introduces her to the thrills of motorcycle racing on the biker circuit at Rungis.  Prudence’s newfound lease of freedom becomes complicated when she falls for a boy Franck who wastes no time in taking advantage of her naivety...",French,tt1587119,63319,,fr,France,2010-11-10,2010
13492,Frontier(s),Drama|Horror|Action|Thriller,Xavier Gens,Samuel Le Bihan|Chems Dahmani|Karina Testa|Aurélien Wiik|Patrick Ligardes,6.155,746,2.4013,0,"A gang of young thieves flee Paris during the violent aftermath of a political election, only to hole up at an Inn run by neo-Nazis.",French,tt0814685,13492,,fr,France,2007-07-01,2007
4727,Le Gendarme de Saint-Tropez,Comedy,Jean Girault,Louis de Funès|Geneviève Grad|Michel Galabru|Daniel Cauchy|Maria Pacôme,7.038,886,2.393,0,"The ambitious police officer Cruchot is transferred to St. Tropez. He's struggling with crimes such as persistent nude swimming, but even more with his teenage daughter, who's trying to impress her rich friends by telling them her father was a millionaire and owned a yacht in the harbor.",French,tt0058135,4727,,fr,France,1964-09-08,1964
1103678,And Their Children After Them,Drama,Ludovic Boukherma|Zoran Boukherma,Paul Kircher|Angelina Woreth|Sayyid El Alami|Gilles Lellouche|Ludivine Sagnier,6.527,74,2.1896,0,"In eastern France, two teenage cousins have the summer of their lives when they paddle a purloined canoe to the far shore of a lake.",French,tt28522540,1103678,,fr,France,2024-12-04,2024
29259,Le Trou,Drama|Thriller|Crime,Jacques Becker,Michel Constantin|Jean Keraudy|Philippe Leroy|Raymond Meunier|Marc Michel,8.257,509,2.302,0,"Four prison inmates have been hatching a plan to literally dig out of jail when another prisoner, Claude Gaspard, is moved into their cell. They take a risk and share their plan with the newcomer. Over the course of three days, the prisoners and friends break through the concrete floor using a bed post and begin to make their way through the sewer system -- yet their escape is anything but assured.",French,tt0054407,29259,,fr,France,1960-03-18,1960
1034940,All-Time High,Comedy|Romance,Julien Royal,Nassim Lyes|Zoé Marchal|Adrien Essamir|Yousef Ramal|Yovel Lewkowski,5.8,133,2.4532,0,"A con artist in dire need of cash and a woman with a crypto fortune hit it off. Is she the target of his dreams, or is the scammer about to get scammed?",French,tt27921620,1034940,,fr,France,2023-11-17,2023
580600,Astro Kid,Animation|Comedy|Adventure|Family,Eric Tosti,Timothé Vom Dorp|Édouard Baer|Marie-Eugénie Maréchal|Guillaume Lebon|Barbara Tissier,7.182,201,2.0623,0,"Terra Willy: Unexplored Planet — Upon the destruction of their ship, Willy is separated from his parents. He lands on a wild and unexplored planet and with the help of Buck, a survival robot, he will have to hold until the arrival of a rescue mission.",French,tt8329148,580600,,fr,France,2019-04-03,2019
204436,Jack and the Cuckoo-Clock Heart,Animation|Romance|Adventure|Drama|Fantasy,Mathias Malzieu|Stéphane Berla,Mathias Malzieu|Olivia Ruiz|Grand Corps Malade|Jean Rochefort|Emily Loizeau,7.213,728,2.4703,0,"In Scotland 1874, Jack is born on the coldest day ever. Because of the extreme cold, his heart stops beating. The responsible midwife in Edinburgh finds a way to save him by replacing his heart with a clock. So he lives and remains under the midwife's protective care. But he must not get angry or excited because that endangers his life by causing his clock to stop working. Worse than that, when he grows up, he has to face the fact he cannot fall in love because that too could stop his delicate heart.",French,tt1181840,204436,,fr,France,2014-02-05,2014
671043,Spoiled Brats,Comedy,Nicolas Cuche,Gérard Jugnot|Camille Lou|Artus|Louka Meliava|François Morel,6.042,570,2.1678,0,"The billionaire is tired of the whims of his own children and decides to teach them a lesson. He announces to them that he has become bankrupt. Now spoiled teenagers will have to do what they have never done: go to work, learn to love and value life.",French,tt13079150,671043,,fr,France,2021-09-15,2021
4593,The Discreet Charm of the Bourgeoisie,Comedy,Luis Buñuel,Fernando Rey|Delphine Seyrig|Paul Frankeur|Stéphane Audran|Bulle Ogier,7.478,840,2.3213,0,"In Luis Buñuel’s deliciously satiric masterpiece, an upper-class sextet sits down to dinner but never eats, their attempts continually thwarted by a vaudevillian mixture of events both actual and imagined.",French,tt0068361,4593,,fr,France,1972-09-15,1972
2786,Pierrot le Fou,Drama|Romance|Crime,Jean-Luc Godard,Jean-Paul Belmondo|Anna Karina|Graziella Galvani|Aicha Abadir|Henri Attal,7.4,884,2.4251,0,"Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run.",French,tt0059592,2786,,fr,France,1965-11-05,1965
140870,Minuscule: Valley of the Lost Ants,Animation|Adventure|Family,Hélène Giraud|Thomas Szabo,John DeCantis|Suzy Wilson,7.0,459,1.9573,0,"In a peaceful little clearing, the remains of a hastily abandoned picnic sparks a battle between two tribes of ants. A bold young ladybug finds himself caught in the middle. He befriends the leader of the black ants, Mandible, and helps him save the anthill from the assault of the terrible red ant warriors, led by the fearful Butor. A fantastic journey at ground level.",French,tt2368672,140870,,fr,France,2013-11-17,2013
